Sector,Indicator,Unit,Country,Year,Variable,Value
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1992,historic,1.1817103350916498
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1993,historic,1.09603984024378
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1994,historic,1.06678355201892
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1995,historic,1.0008114709829
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1996,historic,1.28859948751225
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1997,historic,1.20820824669767
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1998,historic,0.9723840100331129
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,1999,historic,0.812406749596165
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2000,historic,0.749059277540758
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2001,historic,0.784373771521245
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2002,historic,0.7310937681193771
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2003,historic,0.735928740747492
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2004,historic,0.6511852819108139
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2005,historic,0.646041244872152
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2006,historic,0.5359435571955711
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2007,historic,0.537864437573404
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2008,historic,0.533175648264982
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2009,historic,0.5143078990279509
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2010,historic,0.41671507565607796
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2011,historic,0.4580386253317679
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2012,historic,0.462223432649304
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2013,historic,0.46913438976636795
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2014,historic,0.451631050677521
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2015,historic,0.40974024125783504
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),FR,2016,historic,0.390764573697605
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1990,historic,1.45040128553608
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1992,historic,0.9577241059295
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1993,historic,0.9346157921608309
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1994,historic,0.877135655132532
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1995,historic,1.08531178813036
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1996,historic,1.0367373981464498
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1997,historic,1.09255137444592
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1998,historic,1.0865522066202
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,1999,historic,1.06882979227587
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2000,historic,1.07852601797199
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2001,historic,1.03587298255351
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2002,historic,1.00805521391417
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2003,historic,1.11322584076024
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2004,historic,1.08262608520925
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2005,historic,1.0126127632994
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2006,historic,0.828583195360841
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2007,historic,0.8218231865589559
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2008,historic,0.6891060360243951
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2009,historic,0.572795488119256
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2010,historic,0.5269113298685221
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2011,historic,0.5144143872196331
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2012,historic,0.5457498313078
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2013,historic,0.47817229130458005
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2014,historic,0.470892116704089
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2015,historic,0.410745332931738
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),IT,2016,historic,0.407997391220145
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1990,historic,2.0646216752106
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1992,historic,1.87162785274416
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1993,historic,2.04084978664778
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1994,historic,1.97453068342523
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1995,historic,1.85219699600701
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1996,historic,1.8931076999583
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1997,historic,2.1214207220883603
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1998,historic,2.05153476639097
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,1999,historic,1.37904920972114
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2000,historic,1.2721176085786599
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2001,historic,1.2284676455051398
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2002,historic,1.05287297864749
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2003,historic,1.1283213010163
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2004,historic,1.08951958610823
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2005,historic,0.9803995438018499
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2006,historic,0.855129384465307
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2007,historic,0.938692912359556
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2008,historic,0.890436365932366
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2009,historic,0.6569828192191639
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2010,historic,0.6616963178505519
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2011,historic,0.6075440961698579
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2012,historic,0.76190822130289
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2013,historic,0.7212802633334979
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2014,historic,0.6345717330428979
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2015,historic,0.642269816879513
Industry Chemicals,Chemicals and petrochemicals emissions intensity,tCO2 / thsd. USD2012 (MER),GB,2016,historic,0.58402172839348
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1990,historic,0.111469968515865
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1991,historic,0.09041990386650098
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1992,historic,0.08052652176783999
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1993,historic,0.084957037673501
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1994,historic,0.09560303920579198
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1995,historic,0.102819068587295
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1996,historic,0.11561472961729301
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1997,historic,0.116918132263545
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1998,historic,0.116905036757566
Industry Steel,Steel Activity: production per capita,t product / cap,AR,1999,historic,0.104175755880253
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2000,historic,0.12134991856832301
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2001,historic,0.110175349850352
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2002,historic,0.11559694323105801
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2003,historic,0.13243014809860099
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2004,historic,0.133359158631831
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2005,historic,0.138332207464641
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2006,historic,0.140825380012633
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2007,historic,0.13574770573598402
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2008,historic,0.138256583806052
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2009,historic,0.09913692209143302
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2010,historic,0.125645519368368
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2011,historic,0.135797412906426
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2012,historic,0.119628848107909
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2013,historic,0.12289791243394198
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2014,historic,0.128716753658533
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2015,historic,0.116714647631029
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2016,historic,0.094843002947013
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2017,historic,0.10524840715622301
Industry Steel,Steel Activity: production per capita,t product / cap,AR,2018,historic,0.1163574433936
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1990,historic,0.393618219924687
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1991,historic,0.35725837791548604
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1992,historic,0.3909281904047271
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1993,historic,0.446111943819321
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1994,historic,0.4732975404877561
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1995,historic,0.47018091516769106
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1996,historic,0.462635210844279
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1997,historic,0.48027939414856397
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1998,historic,0.48103458859814
Industry Steel,Steel Activity: production per capita,t product / cap,AU,1999,historic,0.434954178120229
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2000,historic,0.37540009491649107
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2001,historic,0.36638453629215395
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2002,historic,0.38794022153489294
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2003,historic,0.384418833391442
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2004,historic,0.37295995517828295
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2005,historic,0.38441507661109203
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2006,historic,0.38394064435276004
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2007,historic,0.3795461577797721
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2008,historic,0.357452554911846
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2009,historic,0.24134089484590698
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2010,historic,0.329322442451095
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2011,historic,0.284153772111377
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2012,historic,0.213631903111201
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2013,historic,0.201572502120304
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2014,historic,0.19525907823998997
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2015,historic,0.205776479199709
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2016,historic,0.21677040884794702
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2017,historic,0.21671654880164898
Industry Steel,Steel Activity: production per capita,t product / cap,AU,2018,historic,0.228483061714781
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1990,historic,0.13803057132529198
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1991,historic,0.149141421973546
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1992,historic,0.15515426031143098
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1993,historic,0.16070862718109102
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1994,historic,0.161491321517724
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1995,historic,0.15477111527092902
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1996,historic,0.153309527276205
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1997,historic,0.156409007551266
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1998,historic,0.15172107117667702
Industry Steel,Steel Activity: production per capita,t product / cap,BR,1999,historic,0.14505682567487196
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2000,historic,0.159418712727488
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2001,historic,0.15077511827661802
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2002,historic,0.164887985530823
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2003,historic,0.17131493411506601
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2004,historic,0.17884893956533998
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2005,historic,0.169828141579144
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2006,historic,0.164220408134979
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2007,historic,0.177679689096395
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2008,historic,0.175576235178893
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2009,historic,0.13671090512393902
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2010,historic,0.168346983080662
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2011,historic,0.17831646578153604
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2012,historic,0.17323532494662303
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2013,historic,0.169932325325039
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2014,historic,0.167174861576211
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2015,historic,0.162643831775133
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2016,historic,0.15170120225179198
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2017,historic,0.165967211217588
Industry Steel,Steel Activity: production per capita,t product / cap,BR,2018,historic,0.165840842479831
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1990,historic,0.445911831601093
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1991,historic,0.465670639944838
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1992,historic,0.493650726220697
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1993,historic,0.503958828311662
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1994,historic,0.48151928499115704
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1995,historic,0.494271186078031
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1996,historic,0.500206787217124
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1997,historic,0.522923819618751
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1998,historic,0.530609595146877
Industry Steel,Steel Activity: production per capita,t product / cap,CA,1999,historic,0.535764110668701
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2000,historic,0.5425122014458879
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2001,historic,0.494680631098248
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2002,historic,0.513232408104325
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2003,historic,0.505881882547943
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2004,historic,0.512478196943916
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2005,historic,0.47653493815147707
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2006,historic,0.476156074316284
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2007,historic,0.472856864611281
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2008,historic,0.44828430856439205
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2009,historic,0.275359372713161
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2010,historic,0.380976809941698
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2011,historic,0.37322142093847704
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2012,historic,0.386779462705919
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2013,historic,0.3517851954163869
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2014,historic,0.356933482318765
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2015,historic,0.34620324117606605
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2016,historic,0.347577535231893
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2017,historic,0.370617058460727
Industry Steel,Steel Activity: production per capita,t product / cap,CA,2018,historic,0.34657539581991503
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1990,historic,0.05815607720083701
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1991,historic,0.059798782653876996
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1992,historic,0.073834793301573
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1993,historic,0.076658646790588
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1994,historic,0.07341345753384401
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1995,historic,0.070510357303934
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1996,historic,0.08075478993129
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1997,historic,0.078924836773699
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1998,historic,0.07818272631779499
Industry Steel,Steel Activity: production per capita,t product / cap,CL,1999,historic,0.085142585802095
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2000,historic,0.08812116368330199
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2001,historic,0.080359236878463
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2002,historic,0.08157718916919299
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2003,historic,0.08689761768901899
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2004,historic,0.09859249823181099
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2005,historic,0.09519554838769098
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2006,historic,0.09823776985226801
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2007,historic,0.101537701158395
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2008,historic,0.092720078897513
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2009,historic,0.077469358681706
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2010,historic,0.059252622236225995
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2011,historic,0.09370138849882301
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2012,historic,0.09601647599326599
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2013,historic,0.075267590878802
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2014,historic,0.060767187986637994
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2015,historic,0.061871565436997004
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2016,historic,0.06329329979985801
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2017,historic,0.06266900315688201
Industry Steel,Steel Activity: production per capita,t product / cap,CL,2018,historic,0.061146682499375
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1990,historic,0.056377704496902006
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1991,historic,0.059518955196145994
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1992,historic,0.067074870150128
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1993,historic,0.07348108531349701
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1994,historic,0.07529145677791
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1995,historic,0.076846177744975
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1996,historic,0.080883727342156
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1997,historic,0.08630058967254499
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1998,historic,0.09008615567661
Industry Steel,Steel Activity: production per capita,t product / cap,CN,1999,historic,0.09672459257186301
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2000,historic,0.09956989177407499
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2001,historic,0.11671998102311099
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2002,historic,0.139403056080852
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2003,historic,0.16903778971941102
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2004,historic,0.206183256570658
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2005,historic,0.26735498566633703
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2006,historic,0.314570292820291
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2007,historic,0.36382951242643297
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2008,historic,0.37850927200719797
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2009,historic,0.42395170795414394
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2010,historic,0.46664074123943
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2011,historic,0.509967020728031
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2012,historic,0.528128969402157
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2013,historic,0.5905664521465309
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2014,historic,0.58759081796592
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2015,historic,0.5713659715033721
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2016,historic,0.571132400314647
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2017,historic,0.612836837207938
Industry Steel,Steel Activity: production per capita,t product / cap,CN,2018,historic,0.6477884174717579
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1990,historic,0.402429358327311
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1991,historic,0.380359356804405
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1992,historic,0.3626061775058279
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1993,historic,0.363225709568
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1994,historic,0.38356472838294603
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1995,historic,0.39490813760163596
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1996,historic,0.368440952879294
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1997,historic,0.40063362547409004
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1998,historic,0.39450779372646294
Industry Steel,Steel Activity: production per capita,t product / cap,EU,1999,historic,0.375742759401862
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2012,historic,0.333908170520188
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2013,historic,0.32813241938174603
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2014,historic,0.333243810733042
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2015,historic,0.32649715567457205
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2016,historic,0.31784203212739504
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2017,historic,0.33034170506809
Industry Steel,Steel Activity: production per capita,t product / cap,EU,2018,historic,0.328331166321577
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1990,historic,0.01713429567804
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1991,historic,0.019186036141696998
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1992,historic,0.019923963723161
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1993,historic,0.01957615315511
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1994,historic,0.020391246471688
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1995,historic,0.022826521832685
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1996,historic,0.024179397804692002
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1997,historic,0.024393045527233998
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1998,historic,0.023031268416279
Industry Steel,Steel Activity: production per capita,t product / cap,IN,1999,historic,0.02340523973495
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2000,historic,0.025482323555076
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2001,historic,0.025386974736844
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2002,historic,0.026354657449732994
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2003,historic,0.028590497797137997
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2004,historic,0.028882190633264998
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2005,historic,0.039891603342675004
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2006,historic,0.042428641487985
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2007,historic,0.04518895535008
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2008,historic,0.048132302223834
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2009,historic,0.05216854102134901
Industry Steel,Steel Activity: production per capita,t product / cap,IN,2010,historic,0.055883539080484
